StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
709414,19,20000541,1,2020,Trevor Ariza,POR,SF,21,20000019,2020-10-31T22:19:28,53,986.0,1522,16,144.8,330.5,44.7,56.7,66.3,119.3,56.7,78.5,211.1,37.9,63.2,75.5,85.5,34.7,216.2,250.9,2.5,15.0,9.0,92.8,70.4,15.3,57.1,113.2,431.5,363.7,60.5,12.8,8.1,2.3,0.9,13.8,12.0,1071.7,1066.4,1071.7,-10.2,0.0,0.0,1066.4,False,,Scrambled
708350,27,20000543,1,2020,Dwight Howard,LAL,C,2,20000027,2020-10-31T22:19:28,69,1355.5,1331,44,206.0,282.5,74.4,75.1,203.0,277.4,74.7,3.1,5.2,61.2,112.2,218.3,52.4,175.4,341.7,517.1,14.9,28.3,21.7,45.9,31.6,80.6,85.7,226.4,527.3,378.6,71.1,21.3,4.9,1.2,5.6,18.8,15.1,1467.7,1439.5,1467.7,165.2,9.4,0.0,1439.5,False,,Scrambled
710872,22,20000544,1,2020,James Harden,HOU,PG,68,20000022,2020-10-31T22:19:28,68,3774.2,2532,34,685.4,1544.3,45.3,55.4,380.5,684.4,56.7,305.0,859.9,36.2,705.8,816.0,88.2,71.4,383.5,454.9,3.0,16.3,9.8,522.2,127.5,61.2,314.2,231.5,2381.7,1903.3,63.9,34.9,36.6,2.4,2.1,14.4,37.1,3962.9,4146.3,3962.9,291.7,22.4,4.2,4146.3,False,,Scrambled
792762,30,20000547,1,2020,Corey Brewer,SAC,SF,0,20000030,2020-10-31T22:19:28,5,24.1,33,33,2.1,4.2,51.0,51.0,2.1,3.1,68.0,0.0,1.0,0.0,1.0,3.1,34.0,2.1,6.2,8.3,7.0,21.7,14.1,2.1,4.2,0.0,2.1,7.3,5.2,5.5,46.4,10.1,8.2,6.2,0.0,27.9,10.0,28.2,25.5,28.2,5.2,0.0,0.0,25.5,False,,Scrambled
710931,3,20000549,1,2020,Clint Capela,ATL,C,39,20000003,2020-10-31T22:19:28,39,1434.5,1305,21,248.9,395.8,64.2,64.2,248.9,395.8,64.2,0.0,0.0,0.0,56.1,106.1,54.0,171.4,376.4,547.7,14.2,32.1,23.0,49.0,33.7,73.4,64.3,104.0,553.9,442.4,63.9,23.9,6.0,1.2,4.9,12.9,16.5,1541.6,1535.4,1541.6,61.2,27.5,0.0,1535.4,False,,Scrambled
708361,28,20000554,1,2020,Patrick Beverley,LAC,PG,50,20000028,2020-10-31T22:19:28,51,1111.5,1368,48,149.9,347.8,44.0,55.9,68.3,137.7,50.6,81.6,210.1,39.6,31.6,47.9,67.3,58.1,213.2,271.3,4.7,16.1,10.5,186.7,55.1,25.5,68.3,159.1,413.1,368.9,57.1,14.9,18.5,2.0,1.7,15.9,13.7,1192.1,1206.2,1192.1,290.7,4.2,0.0,1206.2,False,,Scrambled
710887,16,20000556,1,2020,Evan Turner,MIN,SG,0,20000016,2020-10-31T22:19:28,19,176.1,256,30,25.5,68.3,38.0,38.0,25.5,63.2,41.1,0.0,5.2,0.0,12.2,14.3,87.4,8.3,30.6,38.8,3.4,13.3,8.3,38.8,9.4,8.3,26.5,20.4,63.2,74.6,43.4,8.9,21.1,1.7,2.7,26.7,16.6,193.4,191.2,193.4,-66.3,0.0,0.0,191.2,False,,Scrambled
792765,24,20000558,1,2020,Tyler Zeller,SA,C,0,20000024,2020-10-31T22:19:28,2,7.1,3,53,1.0,4.2,25.5,25.5,1.0,4.2,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,4.2,85.4,28.4,56.9,0.0,0.0,0.0,0.0,0.0,2.1,4.2,25.5,26.5,0.0,0.0,0.0,0.0,45.7,7.1,7.3,7.1,3.1,0.0,0.0,7.3,False,,Scrambled
708345,27,20000559,1,2020,Avery Bradley,LAL,SG,44,20000027,2020-10-31T22:19:28,49,718.6,1210,30,173.4,390.7,45.3,53.8,109.1,214.2,52.0,64.3,176.5,37.1,20.4,24.5,85.0,18.4,98.9,117.3,1.7,9.2,5.5,64.3,43.9,5.2,47.9,112.2,431.5,401.4,54.8,11.0,7.5,1.8,0.4,10.9,16.0,767.6,780.6,767.6,186.7,0.0,0.0,780.6,False,,Scrambled
709626,9,20000560,1,2020,Marcus Smart,BOS,PG,40,20000009,2020-10-31T22:19:28,60,1672.3,1957,17,261.1,695.6,38.2,48.4,121.4,292.7,42.3,139.7,402.9,35.4,129.5,155.0,85.3,42.8,186.7,229.5,2.5,10.3,6.5,296.8,103.0,29.6,105.1,165.2,791.5,763.9,52.8,16.2,21.5,2.7,1.4,12.3,19.4,1804.9,1810.8,1804.9,286.6,3.1,0.0,1810.8,False,,Scrambled
709464,28,20000561,1,2020,Isaiah Thomas,LAC,PG,37,20000028,2020-10-31T22:19:28,41,764.6,944,46,177.5,434.5,41.6,51.0,97.9,241.7,41.3,79.6,192.8,42.1,63.2,77.5,83.2,11.2,58.1,69.4,1.3,6.5,4.0,148.9,13.3,6.2,78.5,78.5,497.8,468.6,54.2,14.9,23.9,0.7,0.6,14.6,24.9,784.0,848.6,784.0,-205.0,1.0,0.0,848.6,False,,Scrambled
709513,4,20000562,1,2020,Jae Crowder,MIA,PF,53,20000004,2020-10-31T22:19:28,65,1539.5,1911,47,230.5,574.3,40.9,53.2,92.8,172.4,54.9,137.7,401.9,35.0,98.9,127.5,79.2,53.0,338.6,391.7,3.4,19.5,11.7,164.2,73.4,24.5,70.4,145.9,697.7,630.4,56.4,15.4,12.7,2.0,1.3,10.2,16.6,1637.4,1672.3,1637.4,-131.6,6.2,0.0,1672.3,False,,Scrambled
709405,4,20000564,1,2020,Kelly Olynyk,MIA,C,9,20000004,2020-10-31T22:19:28,67,1177.1,1326,22,187.7,406.0,47.1,59.5,90.8,167.3,55.4,96.9,238.7,41.4,87.7,102.0,87.7,44.9,266.2,311.1,4.1,22.1,13.4,118.3,45.9,23.5,72.4,176.5,560.0,450.8,63.3,17.4,13.6,1.8,1.8,14.1,17.9,1246.4,1281.9,1246.4,62.2,3.1,0.0,1281.9,False,,Scrambled
708364,27,20000571,1,2020,LeBron James,LAL,SF,67,20000027,2020-10-31T22:19:28,67,3387.4,2362,19,655.9,1329.1,50.3,56.1,504.9,895.6,57.5,151.0,433.5,35.5,269.3,388.6,70.7,67.3,468.2,535.5,3.3,21.9,12.6,697.7,79.6,36.7,266.2,120.4,1732.0,1500.1,58.9,30.7,50.0,1.7,1.4,15.4,32.3,3503.7,3713.1,3503.7,449.8,46.9,13.3,3713.1,False,,Scrambled
709684,12,20000572,1,2020,Kevin Love,CLE,PF,56,20000012,2020-10-31T22:19:28,56,1911.9,1816,0,333.5,741.5,45.9,56.1,184.6,343.7,54.8,148.9,397.8,38.1,190.7,223.4,87.1,55.1,502.9,557.9,3.5,31.7,17.4,181.6,33.7,19.4,142.8,91.8,1006.7,839.8,61.1,21.2,15.7,0.9,0.9,14.8,23.8,1964.9,2120.8,1964.9,-273.4,23.5,0.0,2120.8,False,,Scrambled
709617,8,20000574,1,2020,Kyrie Irving,BKN,PG,20,20000008,2020-10-31T22:19:28,20,903.3,670,59,203.0,424.3,48.8,55.7,145.9,279.5,53.2,57.1,144.8,40.2,95.9,104.0,94.0,22.4,82.6,105.1,3.7,12.7,8.4,130.6,27.5,10.2,53.0,54.1,559.0,470.1,60.6,31.6,37.5,2.0,1.3,10.3,33.5,941.1,969.8,941.1,-7.1,3.1,1.0,969.8,False,,Scrambled
792551,27,20000575,1,2020,J.R. Smith,LAL,SG,0,20000027,2020-10-31T22:19:28,6,26.0,80,55,7.3,22.4,32.4,37.1,6.2,11.2,55.6,1.0,11.2,9.5,2.1,2.1,102.0,0.0,5.2,5.2,0.0,7.1,3.6,3.1,1.0,0.0,4.2,5.2,17.3,23.3,37.7,1.2,5.0,0.6,0.0,15.2,14.7,27.0,28.8,27.0,-35.7,0.0,0.0,28.8,False,,Scrambled
727044,8,20000576,1,2020,Iman Shumpert,BKN,SG,0,20000008,2020-10-31T22:19:28,13,133.4,245,39,21.4,65.3,33.5,39.9,13.3,31.6,42.7,8.3,33.7,24.7,4.2,7.3,58.2,9.4,25.5,34.7,4.1,10.7,7.6,12.2,12.2,2.1,10.2,21.4,55.1,68.4,41.1,7.0,7.0,2.5,0.7,13.2,13.7,147.7,144.3,147.7,-53.0,0.0,0.0,144.3,False,,Scrambled
709611,12,20000577,1,2020,Tristan Thompson,CLE,C,51,20000012,2020-10-31T22:19:28,57,1651.8,1755,31,293.8,573.2,52.2,53.0,284.6,549.8,52.8,9.4,23.5,39.9,101.0,164.2,62.7,230.5,358.0,588.5,14.7,23.3,19.0,122.4,33.7,51.0,105.1,126.5,697.7,645.5,55.1,19.0,10.7,1.0,2.6,14.3,18.8,1736.4,1776.6,1736.4,-384.5,25.5,0.0,1776.6,False,,Scrambled
709528,12,20000579,1,2020,Matthew Dellavedova,CLE,PG,4,20000012,2020-10-31T22:19:28,57,532.4,836,44,63.2,178.5,36.1,41.9,41.8,85.7,49.8,21.4,92.8,23.6,32.6,37.7,88.2,18.4,58.1,76.5,2.5,8.1,5.3,183.6,20.4,2.1,60.2,79.6,180.5,195.1,47.1,9.9,29.5,1.2,0.2,24.0,13.4,554.9,578.6,554.9,-12.2,1.0,0.0,578.6,False,,Scrambled
709479,8,20000584,1,2020,Joe Harris,BKN,SF,69,20000008,2020-10-31T22:19:28,69,1615.3,2164,52,388.6,799.7,49.6,60.8,213.2,385.6,56.4,175.4,414.1,43.2,65.3,90.8,73.3,65.3,238.7,304.0,3.3,11.4,7.6,146.9,41.8,17.3,106.1,162.2,1018.0,839.6,61.8,16.2,10.6,0.9,0.7,11.4,18.7,1674.4,1771.2,1674.4,86.7,0.0,0.0,1771.2,False,,Scrambled
709404,11,20000587,1,2020,Thaddeus Young,CHI,PF,16,20000011,2020-10-31T22:19:28,64,1367.3,1622,40,274.4,613.0,45.7,52.2,193.8,386.6,51.1,80.6,226.4,36.3,42.8,73.4,59.5,95.9,225.4,321.3,6.5,16.4,11.1,119.3,93.8,23.5,104.0,136.7,672.2,645.3,53.1,15.8,11.5,2.9,1.4,14.2,20.2,1484.6,1478.7,1484.6,-213.2,2.1,0.0,1478.7,False,,Scrambled
710888,15,20000588,1,2020,Brook Lopez,MIL,C,67,20000015,2020-10-31T22:19:28,68,1717.6,1852,60,297.8,684.4,44.4,52.1,193.8,352.9,56.0,104.0,331.5,32.0,129.5,155.0,85.3,59.2,259.1,318.2,3.5,13.3,8.8,101.0,46.9,166.3,71.4,166.3,829.3,752.6,56.2,18.3,7.7,1.2,8.2,9.0,18.8,1930.8,1827.3,1930.8,536.5,4.2,0.0,1827.3,False,,Scrambled
709601,17,20000591,1,2020,Bojan Bogdanovic,UTA,SF,63,20000017,2020-10-31T22:19:28,63,1739.4,2124,50,426.4,953.7,45.6,55.9,233.6,487.6,48.9,192.8,466.1,42.2,255.0,282.5,92.1,39.8,224.4,264.2,2.2,11.5,7.1,133.6,34.7,7.3,162.2,112.2,1300.5,1078.0,61.5,18.4,10.2,0.8,0.3,13.3,26.2,1781.2,1930.1,1781.2,272.3,0.0,0.0,1930.1,False,,Scrambled
709657,20,20000594,1,2020,Mason Plumlee,DEN,C,1,20000020,2020-10-31T22:19:28,61,1130.6,1078,11,180.5,293.8,62.7,62.7,180.5,288.7,63.8,0.0,5.2,0.0,84.7,158.1,54.6,100.0,223.4,323.3,10.6,23.6,17.1,157.1,33.7,38.8,83.6,145.9,445.7,363.3,62.6,21.3,21.3,1.6,3.5,19.1,18.5,1203.0,1191.6,1203.0,-56.1,2.1,0.0,1191.6,False,,Scrambled
709451,22,20000601,1,2020,DeMarre Carroll,HOU,SF,0,20000022,2020-10-31T22:19:28,24,203.5,295,53,25.5,67.3,38.7,44.8,17.3,33.7,52.5,8.3,33.7,24.7,29.6,42.8,70.4,12.2,43.9,56.1,4.5,16.0,10.1,25.5,8.3,5.2,17.3,32.6,88.7,86.2,52.5,11.2,11.6,1.3,1.5,17.1,14.8,216.8,219.0,216.8,-3.1,0.0,0.0,219.0,False,,Scrambled
709587,20,20000602,1,2020,Paul Millsap,DEN,PF,48,20000020,2020-10-31T22:19:28,51,1168.0,1265,1,215.2,446.8,49.2,55.4,160.1,320.3,51.0,55.1,126.5,44.4,117.3,143.8,83.2,100.0,198.9,298.9,9.2,17.9,13.5,84.7,44.9,30.6,71.4,153.0,602.8,510.0,60.3,19.5,10.0,1.8,2.3,12.5,20.5,1243.5,1253.8,1243.5,227.5,5.2,0.0,1253.8,False,,Scrambled
709628,7,20000603,1,2020,Al Horford,PHI,PF,61,20000007,2020-10-31T22:19:28,67,1934.1,2066,34,325.4,723.2,45.9,52.9,224.4,434.5,52.6,101.0,288.7,35.7,62.2,81.6,77.7,105.1,360.1,465.1,5.8,19.7,12.7,275.4,53.0,62.2,81.6,144.8,814.0,759.1,54.7,18.5,19.6,1.3,2.7,10.1,18.0,2049.4,2057.8,2049.4,129.5,6.2,0.0,2057.8,False,,Scrambled
710878,15,20000604,1,2020,Kyle Korver,MIL,SG,1,20000015,2020-10-31T22:19:28,58,675.6,978,49,128.5,298.9,43.9,61.3,27.5,57.1,49.2,101.0,241.7,42.6,35.7,41.8,87.1,15.3,109.1,124.4,1.7,10.6,6.5,69.4,26.5,12.2,49.0,79.6,393.7,317.3,63.3,14.2,9.6,1.3,1.1,13.6,15.8,714.4,756.8,714.4,128.5,0.0,0.0,756.8,False,,Scrambled
709542,3,20000605,1,2020,Jeff Teague,ATL,PG,17,20000003,2020-10-31T22:19:28,59,1309.1,1493,18,217.3,498.8,44.5,48.9,173.4,379.4,46.6,43.9,119.3,37.5,175.4,200.9,89.0,27.5,117.3,144.8,2.0,8.9,5.4,314.2,44.9,19.4,118.3,108.1,653.8,587.2,56.8,17.9,31.0,1.5,1.1,17.1,20.1,1373.3,1402.0,1373.3,-173.4,3.1,0.0,1402.0,False,,Scrambled
709757,18,20000606,1,2020,Dennis Schroder,OKC,PG,2,20000018,2020-10-31T22:19:28,65,1894.3,2038,52,462.1,984.3,47.8,54.6,334.6,652.8,52.2,127.5,331.5,39.3,202.0,240.7,85.6,19.4,221.3,240.7,1.1,11.9,6.8,267.2,45.9,14.3,169.3,148.9,1253.6,1090.2,58.6,19.6,22.3,1.1,0.6,13.7,27.9,1954.5,2054.8,1954.5,237.7,0.0,0.0,2054.8,False,,Scrambled
709588,30,20000608,1,2020,Kent Bazemore,SAC,SG,21,20000030,2020-10-31T22:19:28,68,1250.8,1721,39,204.0,544.7,38.2,46.2,118.3,295.8,40.8,85.7,248.9,35.1,115.3,149.9,78.4,27.5,272.3,299.9,1.8,18.6,10.2,94.9,75.5,40.8,92.8,199.9,608.9,610.7,50.9,11.2,7.9,2.2,2.4,13.5,18.2,1367.1,1355.1,1367.1,10.2,0.0,0.0,1355.1,False,,Scrambled
709719,7,20000609,1,2020,Mike Scott,PHI,PF,11,20000007,2020-10-31T22:19:28,68,831.9,1230,2,152.0,357.0,43.5,55.1,70.4,135.7,52.9,81.6,221.3,37.6,30.6,37.7,82.7,66.3,186.7,253.0,6.2,17.1,11.6,57.1,21.4,5.2,26.5,97.9,416.2,373.6,56.8,13.4,6.6,0.9,0.4,6.9,14.4,858.4,898.6,858.4,145.9,0.0,0.0,898.6,False,,Scrambled
709468,18,20000613,1,2020,Mike Muscala,OKC,PF,2,20000018,2020-10-31T22:19:28,48,449.4,583,7,78.5,192.8,41.5,56.1,23.5,46.9,51.0,55.1,145.9,38.6,18.4,22.4,83.4,16.3,93.8,110.2,3.3,17.6,10.6,40.8,9.4,12.2,17.3,59.2,230.5,202.7,58.0,14.6,10.3,0.8,1.9,8.2,17.0,470.8,491.1,470.8,-15.3,0.0,0.0,491.1,False,,Scrambled
710927,22,20000615,1,2020,Thabo Sefolosha,HOU,SF,0,20000022,2020-10-31T22:19:28,41,304.1,444,51,37.7,92.8,41.5,49.4,22.4,37.7,60.7,15.3,55.1,28.4,3.1,8.3,38.2,21.4,73.4,94.9,5.2,17.8,11.4,25.5,24.5,12.2,15.3,43.9,93.8,96.4,49.7,11.3,7.8,2.7,2.4,14.0,10.7,340.8,324.1,340.8,36.7,0.0,0.0,324.1,False,,Scrambled
709415,24,20000616,1,2020,LaMarcus Aldridge,SA,PF,53,20000024,2020-10-31T22:19:28,53,1873.6,1789,6,398.8,808.9,50.3,54.3,336.6,648.7,52.9,62.2,160.1,39.7,161.2,194.8,84.4,105.1,294.8,399.8,6.6,18.1,12.3,131.6,36.7,88.7,75.5,130.6,1021.0,894.6,58.2,23.1,11.6,1.0,4.5,8.1,23.9,1999.1,1983.9,1999.1,-131.6,14.3,0.0,1983.9,False,,Scrambled
709641,2,20000617,1,2020,Nicolas Batum,CHA,SG,3,20000002,2020-10-31T22:19:28,22,332.5,514,60,28.6,82.6,35.3,44.1,14.3,32.6,44.7,14.3,50.0,29.2,9.4,10.2,91.8,25.5,76.5,102.0,5.4,17.2,11.0,67.3,17.3,8.3,22.4,41.8,80.6,87.1,47.1,10.4,18.7,1.8,1.5,20.9,9.8,358.0,356.0,358.0,-49.0,0.0,0.0,356.0,False,,Scrambled
710917,15,20000618,1,2020,Robin Lopez,MIL,C,5,20000015,2020-10-31T22:19:28,66,678.0,977,14,149.9,305.0,50.2,55.9,114.2,197.9,58.9,35.7,107.1,34.0,28.6,54.1,53.9,57.1,107.1,164.2,6.4,10.4,8.6,45.9,10.2,45.9,64.3,97.9,364.1,328.8,56.4,12.6,6.6,0.5,4.3,16.7,17.0,734.1,736.2,734.1,8.3,0.0,0.0,736.2,False,,Scrambled
709540,19,20000619,1,2020,Damian Lillard,POR,PG,66,20000019,2020-10-31T22:19:28,66,3165.9,2522,43,636.5,1376.0,47.2,57.4,361.1,688.5,53.4,275.4,687.5,40.9,469.2,528.4,90.6,33.7,256.0,289.7,1.5,10.7,6.2,540.6,71.4,22.4,197.9,116.3,2017.6,1608.5,64.0,31.0,35.1,1.4,0.8,11.2,31.0,3259.7,3447.6,3259.7,85.7,19.4,1.0,3447.6,False,,Scrambled
709650,19,20000620,1,2020,C.J. McCollum,POR,SG,70,20000019,2020-10-31T22:19:28,70,2491.2,2607,27,623.2,1383.1,46.0,53.2,425.3,860.9,50.4,197.9,522.2,38.7,142.8,188.7,77.2,46.9,256.0,302.9,2.0,10.3,6.3,316.2,55.1,42.8,129.5,186.7,1587.1,1466.1,55.2,19.9,19.4,1.1,1.5,8.4,26.5,2589.2,2676.2,2589.2,13.3,4.2,0.0,2676.2,False,,Scrambled
709695,4,20000621,1,2020,Meyers Leonard,MIA,C,49,20000004,2020-10-31T22:19:28,51,737.0,1054,58,121.4,238.7,51.9,63.6,67.3,108.1,63.5,54.1,130.6,42.2,18.4,28.6,65.6,30.6,234.6,265.2,3.5,24.4,14.3,56.1,14.3,15.3,39.8,109.1,315.2,251.2,64.0,12.8,7.9,0.7,1.5,13.9,12.5,766.5,800.2,766.5,78.5,2.1,0.0,800.2,False,,Scrambled
710893,16,20000622,1,2020,Allen Crabbe,MIN,SG,1,20000016,2020-10-31T22:19:28,37,341.6,667,20,64.3,180.5,36.3,46.7,27.5,59.2,47.5,36.7,121.4,30.9,10.2,14.3,72.8,11.2,67.3,78.5,1.8,11.3,6.5,33.7,15.3,4.2,17.3,47.9,175.4,186.8,47.9,7.9,7.1,1.1,0.5,8.8,12.9,361.0,372.6,361.0,-231.5,0.0,0.0,372.6,False,,Scrambled
709527,14,20000625,1,2020,Tim Frazier,DET,PG,11,20000014,2020-10-31T22:19:28,27,281.6,361,51,34.7,95.9,36.9,42.3,24.5,65.3,38.2,10.2,30.6,34.0,19.4,24.5,80.8,9.4,24.5,33.7,3.0,8.1,5.5,94.9,14.3,4.2,36.7,42.8,98.9,106.7,47.3,11.7,37.3,2.0,1.0,26.1,17.7,300.0,306.8,300.0,-55.1,0.0,0.0,306.8,False,,Scrambled
710915,15,20000629,1,2020,Wesley Matthews,MIL,SG,67,20000015,2020-10-31T22:19:28,67,899.8,1667,51,170.3,430.4,40.4,53.4,60.2,127.5,48.1,110.2,302.9,37.1,53.0,69.4,78.0,22.4,146.9,169.3,1.5,8.5,5.2,93.8,38.8,9.4,43.9,105.1,503.9,461.0,55.7,10.3,7.4,1.1,0.5,9.0,12.8,947.8,985.3,947.8,463.1,0.0,0.0,985.3,False,,Scrambled
709735,22,20000632,1,2020,Jeff Green,HOU,SF,4,20000022,2020-10-31T22:19:28,48,752.4,979,6,162.2,350.9,47.1,56.3,98.9,164.2,61.4,63.2,186.7,34.6,74.5,92.8,81.8,24.5,111.2,135.7,2.7,12.2,7.5,51.0,27.5,19.4,42.8,90.8,462.1,391.7,60.2,16.3,8.0,1.4,1.8,10.0,18.8,799.3,812.2,799.3,-86.7,0.0,0.0,812.2,False,,Scrambled
708313,10,20000633,1,2020,Marc Gasol,TOR,C,43,20000010,2020-10-31T22:19:28,44,985.8,1184,11,121.4,284.6,43.6,54.1,63.2,133.6,48.2,58.1,151.0,39.3,36.7,50.0,75.0,31.6,248.9,280.5,3.0,22.1,12.8,149.9,34.7,38.8,60.2,126.5,337.6,306.6,56.2,14.3,17.7,1.5,3.3,16.7,13.6,1059.3,1063.6,1059.3,272.3,3.1,0.0,1063.6,False,,Scrambled
709631,25,20000634,1,2020,Courtney Lee,DAL,SG,9,20000025,2020-10-31T22:19:28,24,204.4,352,28,40.8,83.6,49.8,62.2,19.4,35.7,55.4,21.4,47.9,45.6,6.2,7.3,87.4,7.3,25.5,32.6,2.2,7.8,5.1,12.2,18.4,6.2,11.2,33.7,109.1,86.8,64.2,12.5,4.9,2.6,1.5,11.7,12.2,228.9,222.4,228.9,39.8,0.0,0.0,222.4,False,,Scrambled
709670,17,20000635,1,2020,Mike Conley,UTA,PG,41,20000017,2020-10-31T22:19:28,47,1180.1,1390,16,236.6,578.3,41.7,50.4,138.7,317.2,44.6,97.9,261.1,38.2,117.3,141.8,84.4,32.6,120.4,153.0,2.8,9.6,6.3,212.2,36.7,5.2,93.8,106.1,688.5,640.7,54.8,16.7,23.5,1.3,0.3,13.0,23.7,1222.0,1283.7,1222.0,74.5,0.0,0.0,1283.7,False,,Scrambled
710924,3,20000638,1,2020,Vince Carter,ATL,SG,0,20000003,2020-10-31T22:19:28,60,593.4,892,31,109.1,310.1,35.9,46.3,46.9,104.0,46.0,62.2,206.0,30.8,23.5,29.6,80.9,18.4,108.1,126.5,2.3,13.5,7.9,49.0,23.5,25.5,33.7,91.8,304.0,323.1,47.9,10.0,8.0,1.3,2.5,9.8,17.0,642.4,647.7,642.4,-129.5,0.0,0.0,647.7,False,,Scrambled
708332,28,20000642,1,2020,JaMychal Green,LAC,PF,1,20000028,2020-10-31T22:19:28,63,1041.5,1333,1,154.0,359.0,43.8,57.1,60.2,116.3,52.8,93.8,242.8,39.5,36.7,49.0,76.5,78.5,317.2,395.8,6.5,24.6,15.7,50.0,29.6,24.5,55.1,177.5,438.6,380.6,58.8,13.4,5.2,1.1,1.7,12.9,14.0,1095.6,1146.5,1095.6,152.0,7.3,0.0,1146.5,False,,Scrambled
708355,28,20000646,1,2020,Kawhi Leonard,LAC,SF,57,20000028,2020-10-31T22:19:28,57,2619.8,1885,13,542.6,1155.7,47.9,53.4,417.2,824.2,51.6,125.5,331.5,38.6,363.1,410.0,90.4,55.1,355.0,410.0,3.2,19.4,11.5,285.6,105.1,33.7,152.0,115.3,1573.9,1336.1,60.1,32.0,27.0,2.8,1.6,10.4,33.9,2758.5,2800.4,2758.5,487.6,13.3,1.0,2800.4,False,,Scrambled
708318,27,20000650,1,2020,Danny Green,LAL,SG,68,20000027,2020-10-31T22:19:28,68,1147.0,1720,44,200.9,483.5,42.4,55.3,78.5,149.9,53.4,122.4,333.5,37.4,33.7,49.0,70.2,52.0,177.5,229.5,3.5,11.4,7.6,92.8,86.7,32.6,64.3,138.7,557.9,505.0,56.4,12.9,7.4,2.5,1.8,11.5,14.3,1266.3,1251.8,1266.3,260.1,0.0,0.0,1251.8,False,,Scrambled
709712,29,20000652,1,2020,Aron Baynes,PHO,C,28,20000029,2020-10-31T22:19:28,42,899.5,953,31,186.7,388.6,49.0,56.7,126.5,217.3,59.4,60.2,171.4,35.8,57.1,76.5,76.2,72.4,169.3,241.7,8.7,20.4,14.4,68.3,10.2,23.5,51.0,143.8,490.6,422.3,59.3,18.7,11.1,0.5,2.2,11.0,21.6,933.2,971.8,933.2,-46.9,3.1,0.0,971.8,False,,Scrambled
709627,24,20000654,1,2020,Marco Belinelli,SA,SG,0,20000024,2020-10-31T22:19:28,57,602.1,901,23,125.5,320.3,40.0,50.7,57.1,138.7,42.0,68.3,181.6,38.4,49.0,59.2,84.5,7.3,93.8,101.0,0.9,11.4,6.3,70.4,12.2,1.0,19.4,45.9,368.2,346.3,54.3,13.3,10.9,0.7,0.1,5.5,17.9,615.4,651.0,615.4,19.4,0.0,0.0,651.0,False,,Scrambled
709765,30,20000655,1,2020,Cory Joseph,SAC,PG,26,20000030,2020-10-31T22:19:28,72,1150.7,1794,30,174.4,420.2,42.3,49.3,117.3,258.1,46.4,57.1,162.2,35.9,61.2,71.4,87.4,44.9,146.9,191.8,2.9,9.8,6.3,256.0,54.1,21.4,81.6,135.7,467.2,451.7,52.7,11.8,19.5,1.5,1.2,15.6,13.2,1226.1,1229.6,1226.1,-45.9,0.0,0.0,1229.6,False,,Scrambled
709452,24,20000656,1,2020,Patty Mills,SA,PG,1,20000024,2020-10-31T22:19:28,66,1160.4,1514,44,263.2,610.0,44.0,57.1,106.1,198.9,54.4,157.1,411.1,39.0,98.9,114.2,88.3,22.4,87.7,110.2,1.7,6.5,4.1,120.4,54.1,6.2,55.1,107.1,782.3,660.2,60.4,17.6,11.6,1.8,0.4,8.0,20.9,1220.5,1271.9,1220.5,137.7,0.0,0.0,1271.9,False,,Scrambled
709560,21,20000659,1,2020,Kyle Anderson,MEM,SF,28,20000021,2020-10-31T22:19:28,67,1112.8,1356,55,160.1,337.6,48.3,52.1,135.7,250.9,55.2,24.5,86.7,28.8,53.0,79.6,68.0,59.2,231.5,290.7,4.9,18.0,11.5,165.2,55.1,37.7,67.3,113.2,397.8,372.6,54.5,15.3,16.2,2.0,2.5,15.6,13.8,1205.6,1173.3,1205.6,-93.8,0.0,0.0,1173.3,False,,Scrambled
709723,14,20000661,1,2020,Blake Griffin,DET,PF,18,20000014,2020-10-31T22:19:28,18,465.4,522,17,89.8,255.0,35.9,41.6,62.2,141.8,44.8,27.5,113.2,24.8,77.5,100.0,79.2,17.3,68.3,85.7,3.9,15.3,9.7,60.2,7.3,7.3,40.8,27.5,284.6,299.0,48.6,14.8,18.3,0.7,1.2,12.2,29.1,479.7,506.9,479.7,-26.5,2.1,0.0,506.9,False,,Scrambled
